Day,Hour,DFI,DNI,GHI,Temperature,kT,Grid Price,Cont Load,Cont Load,,,,,,,,,,
88,5,0,0,0,18.31453857,0,0.0721,0,0.438696356,,,,,,,,,,
88,6,0,0,0,18.13897095,0,0.0721,0,0.489119704,,,,,,,,,,
88,7,8,0,8,19.7776123,0.00568745,0.0721,0,0.62943566,,,,,,,,,,
88,8,89,176,131,23.17424927,0.093132001,0.0721,0,0.839711508,,,,,,,,,,
88,9,90,779,433,27.06472168,0.307833256,0.0721,0,0.771604513,,,,,,,,,,
88,10,203,531,530,30.73739014,0.376793593,0.0721,0,0.71145127,,,,,,,,,,
88,11,236,631,709,33.26448975,0.504050297,0.0721,0,0.718962276,,,,,,,,,,
88,12,270,653,816,34.73702393,0.580119947,0.2206,0,0.734265422,,,,,,,,,,
88,13,125,957,954,35.56972656,0.678228468,0.2206,0,0.719720076,,,,,,,,,,
88,14,123,949,922,35.80339966,0.655478666,0.2206,0,0.697128938,,,,,,,,,,
88,15,117,925,821,35.15627441,0.583674604,0.2206,0,0.6886658,,,,,,,,,,
88,16,107,876,660,33.66509399,0.469214663,0.2206,0,0.796064716,,,,,,,,,,
88,17,92,786,454,31.58703003,0.322762814,0.2206,0,1.014804277,,,,,,,,,,
88,18,67,603,224,28.82766113,0.159248613,0.2206,0,1.371284241,,,,,,,,,,
88,19,24,0,24,26.64595947,0.017062351,0.2206,0,1.578189295,,,,,,,,,,
88,20,0,0,0,25.61748657,0,0.2206,0,1.611335577,,,,,,,,,,
88,21,0,0,0,24.88015137,0,0.0721,0,1.610385205,,,,,,,,,,
88,22,0,0,0,24.29537354,0,0.0721,0,1.398834426,,,,,,,,,,
88,23,0,0,0,23.80391846,0,0.0721,0,1.126965841,,,,,,,,,,
88,24,0,0,0,23.3348938,0,0.0721,0,0.866891526,,,,,,,,,,
89,1,0,0,0,22.85354004,0,0.0721,0,0.599451667,,,,,,,,,,
89,2,0,0,0,22.33324585,0,0.0721,0,0.496433249,,,,,,,,,,
89,3,0,0,0,21.82631836,0,0.0721,0,0.451878196,,,,,,,,,,
89,4,0,0,0,21.38875732,0,0.0721,0,0.440141111,,,,,,,,,,
89,5,0,0,0,21.00621948,0,0.0721,0,0.438696356,,,,,,,,,,
89,6,0,0,0,20.85708008,0,0.0721,0,0.489119704,,,,,,,,,,
89,7,8,0,8,22.1098877,0.005688978,0.0721,0,0.62943566,,,,,,,,,,
89,8,93,104,118,24.72081909,0.083912421,0.0721,0,0.839711508,,,,,,,,,,
89,9,89,754,425,27.82589111,0.30222694,0.0721,0,0.771604513,,,,,,,,,,
89,10,105,850,631,31.08498535,0.448718116,0.0721,0,0.71145127,,,,,,,,,,
89,11,116,901,795,33.59276733,0.565342159,0.0721,0,0.718962276,,,,,,,,,,
89,12,122,928,900,34.9651123,0.640009991,0.2206,0,0.734265422,,,,,,,,,,
89,13,124,937,939,35.51595459,0.667743758,0.2206,0,0.719720076,,,,,,,,,,
89,14,122,930,907,35.67269287,0.644987847,0.2206,0,0.709383659,,,,,,,,,,
89,15,239,638,726,35.16903076,0.516274726,0.2206,0,0.782662674,,,,,,,,,,
89,16,121,792,622,33.89211426,0.442318016,0.2206,0,0.918673782,,,,,,,,,,
89,17,91,767,446,32.08718262,0.317160507,0.2206,0,1.064774148,,,,,,,,,,
89,18,67,587,221,29.45308838,0.157158009,0.2206,0,1.300931419,,,,,,,,,,
89,19,19,139,26,27.20046387,0.018489178,0.2206,0,1.560597717,,,,,,,,,,
89,20,0,0,0,26.08690796,0,0.2206,0,1.66264452,,,,,,,,,,
89,21,0,0,0,25.24001465,0,0.0721,0,1.646875076,,,,,,,,,,
89,22,0,0,0,24.54802856,0,0.0721,0,1.453573244,,,,,,,,,,
89,23,0,0,0,23.884729,0,0.0721,0,1.126965841,,,,,,,,,,
89,24,0,0,0,23.07622681,0,0.0721,0,0.866891526,,,,,,,,,,
90,1,0,0,0,22.15612183,0,0.0721,0,0.599451667,,,,,,,,,,
90,2,0,0,0,21.27724609,0,0.0721,0,0.496433249,,,,,,,,,,
90,3,0,0,0,20.55880127,0,0.0721,0,0.451878196,,,,,,,,,,
90,4,0,0,0,19.97158203,0,0.0721,0,0.440141111,,,,,,,,,,
90,5,0,0,0,19.47692261,0,0.0721,0,0.438696356,,,,,,,,,,
90,6,0,0,0,19.3852478,0,0.0721,0,0.489119704,,,,,,,,,,
90,7,14,85,16,21.44945679,0.011381106,0.0721,0,0.642445672,,,,,,,,,,
90,8,64,560,202,25.44851074,0.143686458,0.0721,0,0.839764675,,,,,,,,,,
90,9,90,751,427,29.05822144,0.303733256,0.0721,0,0.771604513,,,,,,,,,,
90,10,105,847,633,31.65276489,0.450264991,0.0721,0,0.71145127,,,,,,,,,,
90,11,116,899,796,33.43682251,0.566210004,0.0721,0,0.7198901,,,,,,,,,,
90,12,122,926,902,34.64824829,0.641609829,0.2206,0,0.7352049,,,,,,,,,,
90,13,124,935,940,35.31612549,0.668639955,0.2206,0,0.719720076,,,,,,,,,,
90,14,122,929,909,35.40093384,0.646589063,0.2206,0,0.697128938,,,,,,,,,,
90,15,116,906,811,34.82323608,0.576879791,0.2206,0,0.6886658,,,,,,,,,,
90,16,107,858,652,33.5765625,0.463780054,0.2206,0,0.724116033,,,,,,,,,,
90,17,91,769,449,31.76217041,0.319382276,0.2206,0,0.869013369,,,,,,,,,,
90,18,67,589,223,29.11333618,0.158624159,0.2206,0,1.147001739,,,,,,,,,,
90,19,20,146,27,26.40474854,0.019205616,0.2206,0,1.381828607,,,,,,,,,,
90,20,0,0,0,24.79354248,0,0.2206,0,1.503772111,,,,,,,,,,
90,21,0,0,0,23.84700928,0,0.0721,0,1.533515934,,,,,,,,,,
90,22,0,0,0,22.88552246,0,0.0721,0,1.394374705,,,,,,,,,,
90,23,0,0,0,21.81200562,0,0.0721,0,1.126965841,,,,,,,,,,
90,24,0,0,0,20.74483643,0,0.0721,0,0.866891526,,,,,,,,,,
91,1,0,0,0,19.71706543,0,0.0721,0,0.608392844,,,,,,,,,,
91,2,0,0,0,18.79903564,0,0.0721,0,0.515295144,,,,,,,,,,
91,3,0,0,0,18.10894165,0,0.0721,0,0.475163235,,,,,,,,,,
91,4,0,0,0,17.5826355,0,0.0721,0,0.468436967,,,,,,,,,,
91,5,0,0,0,17.12728271,0,0.0721,0,0.474628001,,,,,,,,,,
91,6,0,0,0,17.0730835,0,0.0721,0,0.528003344,,,,,,,,,,
91,7,19,0,19,18.98635254,0.013455097,0.0721,0,0.703632748,,,,,,,,,,
91,8,65,571,209,22.55767212,0.148006063,0.0721,0,0.914880915,,,,,,,,,,
91,9,90,762,436,25.82937012,0.308759059,0.0721,0,0.846756974,,,,,,,,,,
91,10,106,858,645,28.41610107,0.456765122,0.0721,0,0.770756781,,,,,,,,,,
91,11,117,912,811,30.38262329,0.574320176,0.0721,0,0.78316449,,,,,,,,,,
91,12,123,941,919,31.82695923,0.650801778,0.2206,0,0.786269502,,,,,,,,,,
91,13,125,952,959,32.73256836,0.679128297,0.2206,0,0.767020223,,,,,,,,,,
91,14,123,948,929,32.94487915,0.657883408,0.2206,0,0.740238632,,,,,,,,,,
91,15,297,488,673,32.46956787,0.476593685,0.2206,0,0.727290804,,,,,,,,,,
91,16,108,879,669,31.36757813,0.473761033,0.2206,0,0.751006222,,,,,,,,,,
91,17,93,793,464,29.61757813,0.328587622,0.2206,0,0.860093592,,,,,,,,,,
91,18,69,618,234,26.73946533,0.165710137,0.2206,0,1.050452367,,,,,,,,,,
91,19,22,169,31,23.78572998,0.021953052,0.2206,0,1.152818942,,,,,,,,,,
91,20,0,0,0,22.19237671,0,0.2206,0,1.224683235,,,,,,,,,,
91,21,0,0,0,21.31548462,0,0.0721,0,1.414513942,,,,,,,,,,
91,22,0,0,0,20.5185791,0,0.0721,0,1.429293038,,,,,,,,,,
91,23,0,0,0,19.63866577,0,0.0721,0,1.153652885,,,,,,,,,,
91,24,0,0,0,18.62767944,0,0.0721,0,0.877233144,,,,,,,,,,
92,1,0,0,0,17.49788818,0,0.0721,0,0.502636877,,,,,,,,,,
92,2,0,0,0,16.40477905,0,0.0721,0,0.454203303,,,,,,,,,,
92,3,0,0,0,15.54564819,0,0.0721,0,0.441229384,,,,,,,,,,
92,4,0,0,0,14.91445313,0,0.0721,0,0.441095772,,,,,,,,,,
92,5,0,0,0,14.44719849,0,0.0721,0,0.492418529,,,,,,,,,,
92,6,0,0,0,14.52926025,0,0.0721,0,0.644484915,,,,,,,,,,
92,7,16,0,16,16.58995972,0.011330769,0.0721,0,0.892144843,,,,,,,,,,
92,8,88,303,165,20.3225647,0.116848551,0.0721,0,0.829272322,,,,,,,,,,
92,9,147,493,372,23.8020874,0.263440369,0.0721,0,0.770069361,,,,,,,,,,
92,10,204,549,551,26.44146118,0.390203342,0.0721,0,0.792918874,,,,,,,,,,
92,11,275,552,697,28.40273438,0.493596605,0.0721,0,0.798420699,,,,,,,,,,
92,12,343,513,779,29.83867798,0.551666794,0.2206,0,0.778278784,,,,,,,,,,
92,13,329,596,854,30.75579224,0.604779771,0.2206,0,0.747109415,,,,,,,,,,
92,14,124,950,934,31.01149902,0.661433614,0.2206,0,0.731871543,,,,,,,,,,
92,15,119,933,839,30.50011597,0.594157176,0.2206,0,0.756156068,,,,,,,,,,
92,16,209,551,562,29.32210693,0.397993245,0.2206,0,0.864142876,,,,,,,,,,
92,17,121,648,425,27.48162231,0.30097354,0.2206,0,1.071070865,,,,,,,,,,
92,18,104,161,148,24.51882324,0.104809609,0.2206,0,1.157376307,,,,,,,,,,
92,19,22,115,28,21.62056885,0.019828845,0.2206,0,1.231262664,,,,,,,,,,
92,20,0,0,0,20.08321533,0,0.2206,0,1.421474969,,,,,,,,,,
92,21,0,0,0,19.16079102,0,0.0721,0,1.442584062,,,,,,,,,,
92,22,0,0,0,18.32116089,0,0.0721,0,1.179746986,,,,,,,,,,
92,23,0,0,0,17.47640381,0,0.0721,0,0.915051395,,,,,,,,,,
92,24,0,0,0,16.64193115,0,0.0721,0,0.654516597,,,,,,,,,,
93,1,0,0,0,15.8661438,0,0.0721,0,0.559744183,,,,,,,,,,
93,2,0,0,0,15.12474976,0,0.0721,0,0.522472621,,,,,,,,,,
93,3,0,0,0,14.3003479,0,0.0721,0,0.517329216,,,,,,,,,,
93,4,0,0,0,13.34649048,0,0.0721,0,0.522318721,,,,,,,,,,
93,5,0,0,0,12.4994751,0,0.0721,0,0.575233915,,,,,,,,,,
93,6,0,0,0,12.18825684,0,0.0721,0,0.749580008,,,,,,,,,,
93,7,21,0,21,13.64675293,0.014871986,0.0721,0,0.946573938,,,,,,,,,,
93,8,68,614,228,17.32735596,0.161467272,0.0721,0,0.870340103,,,,,,,,,,
93,9,93,796,461,21.86989746,0.326475493,0.0721,0,0.784019437,,,,,,,,,,
93,10,109,886,672,25.95083008,0.475903538,0.0721,0,0.787040507,,,,,,,,,,
93,11,119,934,837,28.92141113,0.592754854,0.0721,0,0.768672427,,,,,,,,,,
93,12,125,958,942,30.79586182,0.667114781,0.2206,0,0.735943286,,,,,,,,,,
93,13,126,966,979,31.7708374,0.693317804,0.2206,0,0.697672025,,,,,,,,,,
93,14,125,958,945,31.9237915,0.669239351,0.2206,0,0.688165232,,,,,,,,,,
93,15,119,934,843,31.32817993,0.597003992,0.2206,0,0.713947249,,,,,,,,,,
93,16,109,888,681,30.06853638,0.482277246,0.2206,0,0.824175673,,,,,,,,,,
93,17,94,802,473,28.08596191,0.33497377,0.2206,0,1.015100437,,,,,,,,,,
93,18,70,628,241,24.8869873,0.170673739,0.2206,0,1.118508626,,,,,,,,,,
93,19,23,187,34,21.9447876,0.024078453,0.2206,0,1.190438481,,,,,,,,,,
93,20,0,0,0,20.53301392,0,0.2206,0,1.379658572,,,,,,,,,,
93,21,0,0,0,19.67226563,0,0.0721,0,1.39368618,,,,,,,,,,
93,22,0,0,0,18.981073,0,0.0721,0,1.125359673,,,,,,,,,,
93,23,0,0,0,18.38042603,0,0.0721,0,0.861698298,,,,,,,,,,
93,24,0,0,0,17.78307495,0,0.0721,0,0.59809403,,,,,,,,,,
94,1,0,0,0,17.19872437,0,0.0721,0,0.504065903,,,,,,,,,,
94,2,0,0,0,16.67479858,0,0.0721,0,0.468761509,,,,,,,,,,
94,3,0,0,0,16.22078857,0,0.0721,0,0.470207673,,,,,,,,,,
94,4,0,0,0,15.81960449,0,0.0721,0,0.480706516,,,,,,,,,,
94,5,0,0,0,15.45723877,0,0.0721,0,0.538007158,,,,,,,,,,
94,6,0,0,0,15.47799072,0,0.0721,0,0.70790623,,,,,,,,,,
94,7,24,0,24,17.71676025,0.016997118,0.0721,0,0.934411117,,,,,,,,,,
94,8,68,612,231,21.92949829,0.163597259,0.0721,0,0.842550565,,,,,,,,,,
94,9,111,634,407,26.11483154,0.288242789,0.0721,0,0.753489118,,,,,,,,,,
94,10,180,631,584,29.45824585,0.413596533,0.0721,0,0.753633045,,,,,,,,,,
94,11,258,607,727,31.681604,0.514871026,0.0721,0,0.741836547,,,,,,,,,,
94,12,246,720,863,32.99654541,0.611188027,0.2206,0,0.719209716,,,,,,,,,,
94,13,284,670,878,33.46541748,0.621811225,0.2206,0,0.6966506,,,,,,,,,,
94,14,124,948,939,33.21218262,0.665012233,0.2206,0,0.688165232,,,,,,,,,,
94,15,279,561,716,32.29439697,0.50708068,0.2206,0,0.713947249,,,,,,,,,,
94,16,175,659,601,30.91060791,0.425636158,0.2206,0,0.824175673,,,,,,,,,,
94,17,93,790,469,29.06929932,0.33215201,0.2206,0,1.015100437,,,,,,,,,,
94,18,70,618,240,26.33632813,0.169971178,0.2206,0,1.139076035,,,,,,,,,,
94,19,23,124,31,23.80639038,0.02195461,0.2206,0,1.232528154,,,,,,,,,,
94,20,0,0,0,22.5593811,0,0.2206,0,1.421807403,,,,,,,,,,
94,21,0,0,0,21.91677246,0,0.0721,0,1.40923481,,,,,,,,,,
94,22,0,0,0,21.38030396,0,0.0721,0,1.125359673,,,,,,,,,,
94,23,0,0,0,20.76488647,0,0.0721,0,0.861698298,,,,,,,,,,
94,24,0,0,0,19.93596802,0,0.0721,0,0.59809403,,,,,,,,,,
95,1,0,0,0,18.7685791,0,0.0721,0,0.498689853,,,,,,,,,,
95,2,0,0,0,17.38839111,0,0.0721,0,0.451592064,,,,,,,,,,
95,3,0,0,0,16.190271,0,0.0721,0,0.43986398,,,,,,,,,,
95,4,0,0,0,15.36947021,0,0.0721,0,0.439515269,,,,,,,,,,
95,5,0,0,0,14.81447754,0,0.0721,0,0.49659436,,,,,,,,,,
95,6,0,0,0,14.87581787,0,0.0721,0,0.665636665,,,,,,,,,,
95,7,22,170,31,17.23796997,0.021955545,0.0721,0,0.875145785,,,,,,,,,,
95,8,69,616,235,21.46245728,0.166437195,0.0721,0,0.805242437,,,,,,,,,,
95,9,93,794,467,25.22402344,0.33074966,0.0721,0,0.723131566,,,,,,,,,,
95,10,109,883,677,27.88860474,0.47948077,0.0721,0,0.718512085,,,,,,,,,,
95,11,119,931,842,29.73317871,0.596340928,0.0721,0,0.733780742,,,,,,,,,,
95,12,125,956,947,31.040979,0.670706484,0.2206,0,0.719209716,,,,,,,,,,
95,13,326,611,870,31.77611694,0.616171743,0.2206,0,0.6966506,,,,,,,,,,
95,14,350,521,800,31.88216553,0.566594706,0.2206,0,0.688165232,,,,,,,,,,
95,15,296,510,695,31.31328735,0.492229151,0.2206,0,0.740106568,,,,,,,,,,
95,16,109,887,685,30.090448,0.485146717,0.2206,0,0.984383154,,,,,,,,,,
95,17,110,653,422,28.28154907,0.298878708,0.2206,0,1.401529783,,,,,,,,,,
95,18,94,333,186,25.56331787,0.131733269,0.2206,0,1.542226609,,,,,,,,,,
95,19,25,197,37,22.74276123,0.026205005,0.2206,0,1.611720465,,,,,,,,,,
95,20,0,0,0,21.08178101,0,0.2206,0,1.722892924,,,,,,,,,,
95,21,0,0,0,20.11165771,0,0.0721,0,1.541090942,,,,,,,,,,
95,22,0,0,0,19.17946777,0,0.0721,0,1.208372996,,,,,,,,,,
95,23,0,0,0,18.25231323,0,0.0721,0,0.861698298,,,,,,,,,,
95,24,0,0,0,17.32784424,0,0.0721,0,0.59809403,,,,,,,,,,
96,1,0,0,0,16.35305176,0,0.0721,0,0.498689853,,,,,,,,,,
96,2,0,0,0,15.42281494,0,0.0721,0,0.451592064,,,,,,,,,,
96,3,0,0,0,14.64638672,0,0.0721,0,0.43986398,,,,,,,,,,
96,4,0,0,0,14.00002441,0,0.0721,0,0.438424616,,,,,,,,,,
96,5,0,0,0,13.48085938,0,0.0721,0,0.487889474,,,,,,,,,,
96,6,0,0,0,13.55666504,0,0.0721,0,0.632764199,,,,,,,,,,
96,7,23,184,34,15.92980347,0.024081527,0.0721,0,0.855395432,,,,,,,,,,
96,8,70,620,240,20.01604614,0.16998725,0.0721,0,0.786574843,,,,,,,,,,
96,9,94,795,472,23.46380005,0.334308259,0.0721,0,0.712269722,,,,,,,,,,
96,10,109,884,682,25.95626221,0.483047102,0.0721,0,0.718512085,,,,,,,,,,
96,11,119,933,847,27.79338989,0.599913337,0.0721,0,0.733780742,,,,,,,,,,
96,12,125,959,953,29.08547363,0.674991039,0.2206,0,0.719209716,,,,,,,,,,
96,13,127,968,991,29.80272827,0.701905687,0.2206,0,0.816579766,,,,,,,,,,
96,14,125,961,957,29.91887817,0.67782416,0.2206,0,0.998357127,,,,,,,,,,
96,15,120,939,854,29.41851196,0.604871298,0.2206,0,1.251300338,,,,,,,,,,
96,16,110,893,692,28.26760254,0.490129904,0.2206,0,1.563378839,,,,,,,,,,
96,17,95,809,483,26.45513306,0.342099341,0.2206,0,2.061539084,,,,,,,,,,
96,18,88,386,197,23.69985352,0.139531201,0.2206,0,2.129021,,,,,,,,,,
96,19,25,102,31,20.76726685,0.021956686,0.2206,0,2.118615445,,,,,,,,,,
96,20,0,0,0,19.08275757,0,0.2206,0,2.160549354,,,,,,,,,,
96,21,0,0,0,18.32900391,0,0.0721,0,1.99773482,,,,,,,,,,
96,22,0,0,0,17.70714722,0,0.0721,0,1.502890389,,,,,,,,,,
96,23,0,0,0,17.09401855,0,0.0721,0,1.101514514,,,,,,,,,,
96,24,0,0,0,16.35704956,0,0.0721,0,0.711221706,,,,,,,,,,
97,1,0,0,0,15.4885498,0,0.0721,0,0.498689853,,,,,,,,,,
97,2,0,0,0,14.71151123,0,0.0721,0,0.451592064,,,,,,,,,,
97,3,0,0,0,14.04845581,0,0.0721,0,0.43986398,,,,,,,,,,
97,4,0,0,0,13.38530884,0,0.0721,0,0.438424616,,,,,,,,,,
97,5,0,0,0,12.74285278,0,0.0721,0,0.487889474,,,,,,,,,,
97,6,0,0,0,12.67266235,0,0.0721,0,0.632764199,,,,,,,,,,
97,7,24,118,32,14.80721436,0.022666359,0.0721,0,0.855395432,,,,,,,,,,
97,8,95,326,185,18.35231934,0.131039886,0.0721,0,0.786574843,,,,,,,,,,
97,9,94,798,477,21.28652344,0.337870409,0.0721,0,0.712269722,,,,,,,,,,
97,10,110,886,687,23.74007568,0.486618388,0.0721,0,0.718512085,,,,,,,,,,
97,11,120,935,852,25.931604,0.6034918,0.0721,0,0.733780742,,,,,,,,,,
97,12,126,962,959,27.54616699,0.679282437,0.2206,0,0.788504424,,,,,,,,,,
97,13,352,566,859,28.46322021,0.608450066,0.2206,0,0.939148472,,,,,,,,,,
97,14,260,703,870,28.71923218,0.616241627,0.2206,0,1.108732053,,,,,,,,,,
97,15,279,572,728,28.26525269,0.51565966,0.2206,0,1.405731123,,,,,,,,,,
97,16,187,630,600,27.11928711,0.424994226,0.2206,0,1.791793398,,,,,,,,,,
97,17,165,457,386,25.35668335,0.273412952,0.2206,0,2.349003479,,,,,,,,,,
97,18,72,645,254,22.74083862,0.179914222,0.2206,0,2.389137098,,,,,,,,,,
97,19,24,44,27,19.82817993,0.01912474,0.2206,0,2.325760973,,,,,,,,,,
97,20,0,0,0,17.91835938,0,0.2206,0,2.328394134,,,,,,,,,,
97,21,0,0,0,16.79708252,0,0.0721,0,2.127672445,,,,,,,,,,
97,22,0,0,0,15.87218628,0,0.0721,0,1.618478003,,,,,,,,,,
97,23,0,0,0,15.07451782,0,0.0721,0,1.200325517,,,,,,,,,,
97,24,0,0,0,14.32976685,0,0.0721,0,0.821459357,,,,,,,,,,
98,1,0,0,0,13.61953125,0,0.0721,0,0.627003058,,,,,,,,,,
98,2,0,0,0,12.90639648,0,0.0721,0,0.488541092,,,,,,,,,,
98,3,0,0,0,12.20073853,0,0.0721,0,0.441229384,,,,,,,,,,
98,4,0,0,0,11.54412231,0,0.0721,0,0.441095772,,,,,,,,,,
98,5,0,0,0,10.94170532,0,0.0721,0,0.491986166,,,,,,,,,,
98,6,0,0,0,10.92281494,0,0.0721,0,0.643389712,,,,,,,,,,
98,7,26,210,41,13.05043945,0.029043329,0.0721,0,0.876556794,,,,,,,,,,
98,8,71,624,247,16.57549438,0.174968347,0.0721,0,0.819012144,,,,,,,,,,
98,9,94,793,477,19.5041748,0.337894338,0.0721,0,0.75730078,,,,,,,,,,
98,10,110,878,685,21.77987061,0.485236104,0.0721,0,0.769428315,,,,,,,,,,
98,11,119,926,848,23.57372437,0.600701045,0.0721,0,0.821411658,,,,,,,,,,
98,12,125,952,953,24.93401489,0.675080302,0.2206,0,0.933930185,,,,,,,,,,
98,13,127,961,990,25.8361145,0.701290135,0.2206,0,1.08277137,,,,,,,,,,
98,14,125,955,957,26.14458618,0.677913798,0.2206,0,1.278274737,,,,,,,,,,
98,15,120,934,855,25.76760254,0.605659662,0.2206,0,1.55345935,,,,,,,,,,
98,16,110,890,694,24.76290283,0.491611469,0.2206,0,1.872895755,,,,,,,,,,
98,17,95,808,487,23.13085327,0.344978077,0.2206,0,2.363056116,,,,,,,,,,
98,18,72,643,255,20.61815796,0.180635338,0.2206,0,2.404406347,,,,,,,,,,
98,19,27,228,44,17.89449463,0.03116845,0.2206,0,2.326130887,,,,,,,,,,
98,20,0,0,0,16.18911133,0,0.2206,0,2.320447684,,,,,,,,,,
98,21,0,0,0,15.28490601,0,0.0721,0,2.13845747,,,,,,,,,,
98,22,0,0,0,14.54680786,0,0.0721,0,1.630724715,,,,,,,,,,
98,23,0,0,0,14.01213989,0,0.0721,0,1.194973463,,,,,,,,,,
98,24,0,0,0,13.65792236,0,0.0721,0,0.798182541,,,,,,,,,,
99,1,0,0,0,13.19719849,0,0.0721,0,0.601910174,,,,,,,,,,
99,2,0,0,0,12.48275146,0,0.0721,0,0.486210586,,,,,,,,,,
99,3,0,0,0,11.80184326,0,0.0721,0,0.441229384,,,,,,,,,,
99,4,0,0,0,11.24111328,0,0.0721,0,0.441095772,,,,,,,,,,
99,5,0,0,0,10.53154907,0,0.0721,0,0.491986166,,,,,,,,,,
99,6,0,0,0,10.17125854,0,0.0721,0,0.643389712,,,,,,,,,,
99,7,28,235,45,11.82790527,0.031879381,0.0721,0,0.876556794,,,,,,,,,,
99,8,72,646,258,15.96343384,0.182775118,0.0721,0,0.819012144,,,,,,,,,,
99,9,96,813,492,20.97011719,0.3485479,0.0721,0,0.75730078,,,,,,,,,,
99,10,111,899,703,24.72689209,0.498026776,0.0721,0,0.769428315,,,,,,,,,,
99,11,121,946,869,26.8963562,0.615626271,0.0721,0,0.807489736,,,,,,,,,,
99,12,127,971,974,28.39498291,0.690011493,0.2206,0,0.948809398,,,,,,,,,,
99,13,128,979,1011,29.27205811,0.716223429,0.2206,0,1.105038803,,,,,,,,,,2400
99,14,127,972,975,29.43926392,0.690719924,0.2206,0,1.286515021,,,,,,,,,,
99,15,121,948,870,28.90780029,0.616334701,0.2206,0,1.586339881,,,,,,,,,,
99,16,111,902,705,27.75512085,0.499443637,0.2206,0,1.849389618,,,,,,,,,,
99,17,96,818,494,25.92946777,0.349964761,0.2206,0,2.301410186,,,,,,,,,,
99,18,73,651,260,22.94378052,0.18419198,0.2206,0,2.317512,,,,,,,,,,
99,19,28,239,46,19.90990601,0.032587812,0.2206,0,2.226180615,,,,,,,,,,
99,20,0,0,0,18.30574951,0,0.2206,0,2.217600725,,,,,,,,,,
99,21,0,0,0,17.48305664,0,0.0721,0,1.9979407,,,,,,,,,,
99,22,0,0,0,16.77153931,0,0.0721,0,1.587557617,,,,,,,,,,
99,23,0,0,0,16.11940918,0,0.0721,0,1.127722972,,,,,,,,,,
99,24,0,0,0,15.52541504,0,0.0721,0,0.73805197,,,,,,,,,,
100,1,0,0,0,14.99730835,0,0.0721,0,0.498689853,,,,,,,,,,
100,2,0,0,0,14.48452148,0,0.0721,0,0.451592064,,,,,,,,,,
100,3,0,0,0,13.93477783,0,0.0721,0,0.43986398,,,,,,,,,,
100,4,0,0,0,13.36855469,0,0.0721,0,0.438424616,,,,,,,,,,
100,5,0,0,0,12.83660278,0,0.0721,0,0.487889474,,,,,,,,,,
100,6,0,0,0,12.91759644,0,0.0721,0,0.632764199,,,,,,,,,,
100,7,29,247,49,15.45317993,0.034716213,0.0721,0,0.855395432,,,,,,,,,,
100,8,73,650,263,20.03386841,0.186333961,0.0721,0,0.786574843,,,,,,,,,,
100,9,96,814,496,24.24459229,0.351413097,0.0721,0,0.712269722,,,,,,,,,,
100,10,113,833,664,27.22988281,0.470440114,0.0721,0,0.718512085,,,,,,,,,,
100,11,203,741,790,29.23699341,0.559710376,0.0721,0,0.733780742,,,,,,,,,,
100,12,126,964,971,30.63817749,0.687947817,0.2206,0,0.747390782,,,,,,,,,,
100,13,128,971,1006,31.41509399,0.712745112,0.2206,0,0.913648331,,,,,,,,,,
100,14,126,964,970,31.56984863,0.687239323,0.2206,0,1.044249328,,,,,,,,,,
100,15,121,940,865,31.02810059,0.612847437,0.2206,0,1.245147588,,,,,,,,,,
100,16,111,892,700,29.77895508,0.495945903,0.2206,0,1.442722843,,,,,,,,,,
100,17,96,807,491,27.86104736,0.347870626,0.2206,0,1.694351414,,,,,,,,,,
100,18,72,641,258,24.79668579,0.18279149,0.2206,0,1.718822778,,,,,,,,,,
100,19,29,236,47,21.78319702,0.033299225,0.2206,0,1.655062053,,,,,,,,,,
100,20,0,0,0,20.22692261,0,0.2206,0,1.622182804,,,,,,,,,,
100,21,0,0,0,19.37960205,0,0.0721,0,1.425018891,,,,,,,,,,
100,22,0,0,0,18.65075073,0,0.0721,0,1.125359673,,,,,,,,,,
100,23,0,0,0,18.12011108,0,0.0721,0,0.861698298,,,,,,,,,,
100,24,0,0,0,17.92434082,0,0.0721,0,0.59809403,,,,,,,,,,
101,1,0,0,0,17.75652466,0,0.0721,0,0.498689853,,,,,,,,,,
101,2,0,0,0,17.29033813,0,0.0721,0,0.451592064,,,,,,,,,,
101,3,0,0,0,16.64537964,0,0.0721,0,0.43986398,,,,,,,,,,
101,4,0,0,0,15.97298584,0,0.0721,0,0.438424616,,,,,,,,,,
101,5,0,0,0,15.19075928,0,0.0721,0,0.487889474,,,,,,,,,,
101,6,0,0,0,14.94817505,0,0.0721,0,0.632764199,,,,,,,,,,
101,7,30,248,50,17.17366943,0.035428211,0.0721,0,0.855395432,,,,,,,,,,
101,8,87,438,217,21.23027954,0.153758437,0.0721,0,0.786574843,,,,,,,,,,
101,9,95,794,489,24.61599121,0.346487907,0.0721,0,0.712269722,,,,,,,,,,
101,10,110,875,693,27.04992065,0.491035009,0.0721,0,0.718512085,,,,,,,,,,
101,11,287,567,739,28.98476563,0.523628963,0.0721,0,0.733780742,,,,,,,,,,
101,12,379,425,753,30.46141968,0.533548862,0.2206,0,0.719209716,,,,,,,,,,
101,13,393,449,801,31.39400635,0.567559945,0.2206,0,0.6966506,,,,,,,,,,
101,14,368,485,795,31.62453613,0.56330856,0.2206,0,0.691567809,,,,,,,,,,
