Day,Hour,DFI,DNI,GHI,Amb Temp,,Grid Price,Cont Load,Cont Load,,,,,,,,,,
1,1,0,0,0,10.33690796,,331,0,0.642567641,,,,,,,,,,
1,2,0,0,0,9.975244141,,331,0,0.533317625,,,,,,,,,,
1,3,0,0,0,9.54039917,,331,0,0.499238163,,,,,,,,,,
1,4,0,0,0,9.072076416,,331,0,0.497171481,,,,,,,,,,
1,5,0,0,0,8.641107178,,331,0,0.506718908,,,,,,,,,,
1,6,0,0,0,8.265252686,,331,0,0.566398997,,,,,,,,,,
1,7,0,0,0,7.92913208,,331,0,0.795969391,,,,,,,,,,
1,8,0,0,0,8.727563477,,331,0,1.098690259,,,,,,,,,,
1,9,40,599,138,10.82311401,,331,0,1.028724344,,,,,,,,,,
1,10,59,803,319,13.54485474,,331,0,0.877767974,,,,,,,,,,
1,11,69,892,468,17.01836548,,331,0,0.871752881,,,,,,,,,,
1,12,75,934,565,20.12716064,,331,0,0.882123098,,,,,,,,,,
1,13,76,946,600,21.84697876,,331,0,0.862598906,,,,,,,,,,
1,14,75,934,569,22.38079224,,331,0,0.835623927,,,,,,,,,,
1,15,70,893,475,21.93331299,,331,0,0.831356819,,,,,,,,,,
1,16,60,808,329,20.0536438,,331,0,0.891545084,,,,,,,,,,
1,17,42,616,150,17.02422485,,331,0,1.119593078,,,,,,,,,,
1,18,0,0,0,14.79644165,,331,0,1.53810911,,,,,,,,,,
1,19,0,0,0,13.64891968,,331,0,1.811788512,,,,,,,,,,
1,20,0,0,0,12.59938965,,331,0,1.762817728,,,,,,,,,,
1,21,0,0,0,11.52956543,,331,0,1.634983069,,,,,,,,,,
1,22,0,0,0,10.44594727,,331,0,1.49386948,,,,,,,,,,
1,23,0,0,0,9.519525146,,331,0,1.209909129,,,,,,,,,,
1,24,0,0,0,8.739556885,,331,0,0.922428871,,,,,,,,,,
2,1,0,0,0,8.075189209,,331,0,0.635993957,,,,,,,,,,
2,2,0,0,0,7.678063965,,331,0,0.527218759,,,,,,,,,,
2,3,0,0,0,7.557366943,,331,0,0.485139683,,,,,,,,,,
2,4,0,0,0,7.525140381,,331,0,0.480229638,,,,,,,,,,
2,5,0,0,0,7.52980957,,331,0,0.487740983,,,,,,,,,,
2,6,0,0,0,7.619256592,,331,0,0.543698774,,,,,,,,,,
2,7,0,0,0,7.907861328,,331,0,0.749608246,,,,,,,,,,
2,8,0,0,0,9.354180908,,331,0,1.042558441,,,,,,,,,,
2,9,40,607,140,12.41466675,,331,0,0.975821428,,,,,,,,,,
2,10,59,809,321,16.25802002,,331,0,0.822568763,,,,,,,,,,
2,11,69,897,471,19.86989746,,331,0,0.814913808,,,,,,,,,,
2,12,75,937,568,22.31298218,,331,0,0.829634338,,,,,,,,,,
2,13,76,949,603,23.52327881,,331,0,0.814788399,,,,,,,,,,
2,14,75,937,572,23.87984619,,331,0,0.792035895,,,,,,,,,,
2,15,70,898,479,23.35326538,,331,0,0.792231247,,,,,,,,,,
2,16,82,608,286,21.39647827,,331,0,0.854486111,,,,,,,,,,
2,17,58,323,115,18.58864746,,331,0,1.083675159,,,,,,,,,,
2,18,0,0,0,16.77312622,,331,0,1.50275718,,,,,,,,,,
2,19,0,0,0,15.88222656,,331,0,1.777478196,,,,,,,,,,
2,20,0,0,0,15.04299316,,331,0,1.728572974,,,,,,,,,,
2,21,0,0,0,14.2958313,,331,0,1.600127698,,,,,,,,,,
2,22,0,0,0,13.49074707,,331,0,1.458262622,,,,,,,,,,
2,23,0,0,0,12.46691284,,331,0,1.181615917,,,,,,,,,,
2,24,0,0,0,11.36690674,,331,0,0.906894026,,,,,,,,,,
3,1,0,0,0,10.38588867,,331,0,0.639387689,,,,,,,,,,
3,2,0,0,0,9.708642578,,331,0,0.541886958,,,,,,,,,,
3,3,0,0,0,9.390374756,,331,0,0.508783035,,,,,,,,,,
3,4,0,0,0,9.234338379,,331,0,0.503727159,,,,,,,,,,
3,5,0,0,0,9.115441895,,331,0,0.509233861,,,,,,,,,,
3,6,0,0,0,9.035821533,,331,0,0.562795063,,,,,,,,,,
3,7,0,0,0,9.093896484,,331,0,0.75471374,,,,,,,,,,
3,8,0,0,0,10.2612854,,331,0,1.06187475,,,,,,,,,,
3,9,40,595,137,12.83345947,,331,0,0.988257941,,,,,,,,,,
3,10,59,801,318,16.14956055,,331,0,0.826396787,,,,,,,,,,
3,11,69,892,469,19.51107178,,331,0,0.819110894,,,,,,,,,,
3,12,74,935,567,21.93590698,,331,0,0.829634338,,,,,,,,,,
3,13,76,949,604,23.18111572,,331,0,0.814788399,,,,,,,,,,
3,14,75,939,575,23.3539978,,331,0,0.792035895,,,,,,,,,,
3,15,70,901,482,22.50420532,,331,0,0.792231247,,,,,,,,,,
3,16,60,817,336,20.40371094,,331,0,0.854486111,,,,,,,,,,
3,17,43,630,156,17.31206665,,331,0,1.083675159,,,,,,,,,,
3,18,0,0,0,15.04876099,,331,0,1.50275718,,,,,,,,,,
3,19,0,0,0,13.98311768,,331,0,1.777478196,,,,,,,,,,
3,20,0,0,0,13.15160522,,331,0,1.728572974,,,,,,,,,,
3,21,0,0,0,12.46816406,,331,0,1.600127698,,,,,,,,,,
3,22,0,0,0,11.87401733,,331,0,1.458262622,,,,,,,,,,
3,23,0,0,0,11.39144287,,331,0,1.181615917,,,,,,,,,,
3,24,0,0,0,10.99074707,,331,0,0.906894026,,,,,,,,,,
4,1,0,0,0,10.66945801,,331,0,0.640132828,,,,,,,,,,
4,2,0,0,0,10.39876709,,331,0,0.54334099,,,,,,,,,,
4,3,0,0,0,10.07717285,,331,0,0.512714778,,,,,,,,,,
4,4,0,0,0,9.753625488,,331,0,0.51202163,,,,,,,,,,
4,5,0,0,0,9.535119629,,331,0,0.520324594,,,,,,,,,,
4,6,0,0,0,9.386193848,,331,0,0.575500456,,,,,,,,,,
4,7,0,0,0,9.257165527,,331,0,0.796507517,,,,,,,,,,
4,8,0,0,0,10.18529663,,331,0,1.063999488,,,,,,,,,,
4,9,59,183,89,12.60769043,,331,0,0.998187878,,,,,,,,,,
4,10,116,357,232,15.71929321,,331,0,0.839781905,,,,,,,,,,
4,11,188,296,321,18.5989624,,331,0,0.836989869,,,,,,,,,,
4,12,186,506,453,20.24529419,,331,0,0.829634338,,,,,,,,,,
4,13,165,607,504,20.74068604,,331,0,0.814788399,,,,,,,,,,
4,14,156,604,479,20.58391724,,331,0,0.792035895,,,,,,,,,,
4,15,69,896,482,19.82286987,,331,0,0.792231247,,,,,,,,,,
4,16,60,814,337,18.07613525,,331,0,0.854486111,,,,,,,,,,
4,17,43,630,158,15.37590942,,331,0,1.083675159,,,,,,,,,,
4,18,0,0,0,13.32415161,,331,0,1.50275718,,,,,,,,,,
4,19,0,0,0,12.32344971,,331,0,1.777478196,,,,,,,,,,
4,20,0,0,0,11.52147827,,331,0,1.728572974,,,,,,,,,,
4,21,0,0,0,10.90932617,,331,0,1.600127698,,,,,,,,,,
4,22,0,0,0,10.39324341,,331,0,1.458262622,,,,,,,,,,
4,23,0,0,0,9.827050781,,331,0,1.181615917,,,,,,,,,,
4,24,0,0,0,9.043878174,,331,0,0.906894026,,,,,,,,,,
5,1,0,0,0,7.778283691,,331,0,0.636468899,,,,,,,,,,
5,2,0,0,0,6.277429199,,331,0,0.539640481,,,,,,,,,,
5,3,0,0,0,5.12243042,,331,0,0.511874707,,,,,,,,,,
5,4,0,0,0,4.290307617,,331,0,0.513911946,,,,,,,,,,
5,5,0,0,0,3.551965332,,331,0,0.519185202,,,,,,,,,,
5,6,0,0,0,2.944848633,,331,0,0.577349292,,,,,,,,,,
5,7,0,0,0,2.600335693,,331,0,0.799006089,,,,,,,,,,
5,8,0,0,0,3.583734131,,331,0,1.068326845,,,,,,,,,,
5,9,41,659,149,6.41854248,,331,0,0.99843759,,,,,,,,,,
5,10,60,860,339,10.24889526,,331,0,0.839260695,,,,,,,,,,
5,11,70,945,495,13.81588135,,331,0,0.831138903,,,,,,,,,,
5,12,76,983,596,16.33120117,,331,0,0.829634338,,,,,,,,,,
5,13,77,992,632,17.9074646,,331,0,0.814788399,,,,,,,,,,
5,14,76,978,601,18.59404907,,331,0,0.792035895,,,,,,,,,,
5,15,71,937,504,18.31987915,,331,0,0.792231247,,,,,,,,,,
5,16,61,853,354,16.65914307,,331,0,0.854486111,,,,,,,,,,
5,17,44,669,168,13.80962524,,331,0,1.083675159,,,,,,,,,,
5,18,0,0,0,11.73897705,,331,0,1.50275718,,,,,,,,,,
5,19,0,0,0,10.80968628,,331,0,1.777478196,,,,,,,,,,
5,20,0,0,0,9.776025391,,331,0,1.728572974,,,,,,,,,,
5,21,0,0,0,8.479180908,,331,0,1.600127698,,,,,,,,,,
5,22,0,0,0,7.275994873,,331,0,1.458262622,,,,,,,,,,
5,23,0,0,0,6.477258301,,331,0,1.181615917,,,,,,,,,,
5,24,0,0,0,6.036859131,,331,0,0.906894026,,,,,,,,,,
6,1,0,0,0,5.809228516,,331,0,0.64209458,,,,,,,,,,
6,2,0,0,0,5.608514404,,331,0,0.54836873,,,,,,,,,,
6,3,0,0,0,5.375726318,,331,0,0.52006589,,,,,,,,,,
6,4,0,0,0,5.113793945,,331,0,0.517520942,,,,,,,,,,
6,5,0,0,0,4.848687744,,331,0,0.527524306,,,,,,,,,,
6,6,0,0,0,4.625299072,,331,0,0.586115648,,,,,,,,,,
6,7,0,0,0,4.542657471,,331,0,0.780049371,,,,,,,,,,
6,8,0,0,0,5.550561523,,331,0,1.097118169,,,,,,,,,,
6,9,41,646,146,8.139611816,,331,0,1.02356159,,,,,,,,,,
6,10,60,849,336,11.64534912,,331,0,0.858624391,,,,,,,,,,
6,11,70,936,492,15.19713745,,331,0,0.850822763,,,,,,,,,,
6,12,76,976,594,17.92427979,,331,0,0.829634338,,,,,,,,,,
6,13,77,988,632,19.5180603,,331,0,0.814788399,,,,,,,,,,
6,14,76,977,602,20.02733765,,331,0,0.792035895,,,,,,,,,,
6,15,71,939,508,19.52385864,,331,0,0.792231247,,,,,,,,,,
6,16,61,859,358,17.63302002,,331,0,0.854486111,,,,,,,,,,
6,17,44,679,172,14.56951294,,331,0,1.083675159,,,,,,,,,,
6,18,0,0,0,12.36367188,,331,0,1.50275718,,,,,,,,,,
6,19,0,0,0,11.34700928,,331,0,1.777478196,,,,,,,,,,
6,20,0,0,0,10.25310669,,331,0,1.728572974,,,,,,,,,,
6,21,0,0,0,8.969171143,,331,0,1.600127698,,,,,,,,,,
6,22,0,0,0,7.772973633,,331,0,1.458262622,,,,,,,,,,
6,23,0,0,0,6.934686279,,331,0,1.181615917,,,,,,,,,,
6,24,0,0,0,6.462731934,,331,0,0.906894026,,,,,,,,,,
7,1,0,0,0,6.502130127,,331,0,0.644987703,,,,,,,,,,
7,2,0,0,0,6.838647461,,331,0,0.546082407,,,,,,,,,,
7,3,0,0,0,6.873162842,,331,0,0.515275122,,,,,,,,,,
7,4,0,0,0,6.668756104,,331,0,0.513842829,,,,,,,,,,
7,5,0,0,0,6.498986816,,331,0,0.523905213,,,,,,,,,,
7,6,0,0,0,6.274530029,,331,0,0.58081271,,,,,,,,,,
7,7,0,0,0,6.066949463,,331,0,0.780465348,,,,,,,,,,
7,8,0,0,0,7.021142578,,331,0,1.081674189,,,,,,,,,,
7,9,60,53,69,9.500604248,,331,0,1.033560797,,,,,,,,,,
7,10,59,822,327,12.92894897,,331,0,0.892249331,,,,,,,,,,
7,11,173,391,350,16.51012573,,331,0,0.890581509,,,,,,,,,,
7,12,75,951,581,18.96291504,,331,0,0.882123098,,,,,,,,,,
7,13,243,343,436,20.27755127,,331,0,0.862598906,,,,,,,,,,
7,14,209,437,446,20.74685059,,331,0,0.835623927,,,,,,,,,,
7,15,210,188,298,20.08602295,,331,0,0.831356819,,,,,,,,,,
7,16,113,0,113,17.90374146,,331,0,0.891545084,,,,,,,,,,
7,17,72,46,81,14.76976929,,331,0,1.119593078,,,,,,,,,,
7,18,0,0,0,12.89846191,,331,0,1.53810911,,,,,,,,,,
7,19,0,0,0,12.47808228,,331,0,1.811788512,,,,,,,,,,
7,20,0,0,0,12.18486938,,331,0,1.762817728,,,,,,,,,,
7,21,0,0,0,11.89116821,,331,0,1.634983069,,,,,,,,,,
7,22,0,0,0,11.60274658,,331,0,1.49386948,,,,,,,,,,
7,23,0,0,0,11.34386597,,331,0,1.209909129,,,,,,,,,,
7,24,0,0,0,10.64006958,,331,0,0.922428871,,,,,,,,,,
8,1,0,0,0,9.580316162,,331,0,0.642567641,,,,,,,,,,
8,2,0,0,0,8.83626709,,331,0,0.531165783,,,,,,,,,,
8,3,0,0,0,8.314080811,,331,0,0.487432007,,,,,,,,,,
8,4,0,0,0,7.794488525,,331,0,0.483799121,,,,,,,,,,
8,5,0,0,0,7.297113037,,331,0,0.494398128,,,,,,,,,,
8,6,0,0,0,6.858087158,,331,0,0.554439715,,,,,,,,,,
8,7,0,0,0,6.600396729,,331,0,0.780988233,,,,,,,,,,
8,8,0,0,0,8.025720215,,331,0,1.086717283,,,,,,,,,,
8,9,40,614,141,11.35680542,,331,0,1.013512014,,,,,,,,,,
8,10,59,818,326,14.72734985,,331,0,0.86398568,,,,,,,,,,
8,11,69,908,480,17.54134521,,331,0,0.864206149,,,,,,,,,,
8,12,75,951,582,19.49938354,,331,0,0.882123098,,,,,,,,,,
8,13,76,964,621,20.27657471,,331,0,0.862598906,,,,,,,,,,
8,14,75,955,593,20.20275269,,331,0,0.835623927,,,,,,,,,,
8,15,70,919,502,19.42388306,,331,0,0.831356819,,,,,,,,,,
8,16,61,841,356,17.531427,,331,0,0.891545084,,,,,,,,,,
8,17,44,667,174,14.53643188,,331,0,1.119593078,,,,,,,,,,
8,18,0,0,0,12.24190674,,331,0,1.53810911,,,,,,,,,,
8,19,0,0,0,11.19362793,,331,0,1.811788512,,,,,,,,,,
8,20,0,0,0,10.40166626,,331,0,1.762817728,,,,,,,,,,
8,21,0,0,0,9.789056396,,331,0,1.634983069,,,,,,,,,,
8,22,0,0,0,9.3449646,,331,0,1.49386948,,,,,,,,,,
8,23,0,0,0,8.995233154,,331,0,1.209909129,,,,,,,,,,
8,24,0,0,0,8.609490967,,331,0,0.922428871,,,,,,,,,,
9,1,0,0,0,8.335046387,,331,0,0.635993957,,,,,,,,,,
9,2,0,0,0,8.276269531,,331,0,0.527218759,,,,,,,,,,
9,3,0,0,0,8.227258301,,331,0,0.484820769,,,,,,,,,,
9,4,0,0,0,8.078912354,,331,0,0.472853541,,,,,,,,,,
9,5,0,0,0,7.929925537,,331,0,0.470527537,,,,,,,,,,
9,6,0,0,0,7.884606934,,331,0,0.521349499,,,,,,,,,,
9,7,0,0,0,8.030114746,,331,0,0.73017179,,,,,,,,,,
9,8,0,0,0,8.897302246,,331,0,1.0083082,,,,,,,,,,
9,9,57,1,57,10.60018311,,331,0,0.953880754,,,,,,,,,,
9,10,137,113,174,12.86126099,,331,0,0.816670382,,,,,,,,,,
9,11,179,362,344,15.94970093,,331,0,0.81328992,,,,,,,,,,
9,12,93,819,532,18.66375122,,331,0,0.829634338,,,,,,,,,,
9,13,76,958,619,19.68688354,,331,0,0.814788399,,,,,,,,,,
9,14,75,950,593,19.60942993,,331,0,0.792035895,,,,,,,,,,
9,15,70,914,502,18.82964478,,331,0,0.792231247,,,,,,,,,,
9,16,61,835,356,16.98146973,,331,0,0.854486111,,,,,,,,,,
9,17,45,661,174,14.06673584,,331,0,1.083675159,,,,,,,,,,
9,18,0,0,0,11.85595093,,331,0,1.50275718,,,,,,,,,,
9,19,0,0,0,10.89501343,,331,0,1.777478196,,,,,,,,,,
9,20,0,0,0,10.14968262,,331,0,1.728572974,,,,,,,,,,
9,21,0,0,0,9.530725098,,331,0,1.600127698,,,,,,,,,,
9,22,0,0,0,8.990777588,,331,0,1.458262622,,,,,,,,,,
9,23,0,0,0,8.520043945,,331,0,1.181615917,,,,,,,,,,
9,24,0,0,0,8.122491455,,331,0,0.906894026,,,,,,,,,,
10,1,0,0,0,7.774560547,,331,0,0.635993957,,,,,,,,,,
10,2,0,0,0,7.43682251,,331,0,0.527218759,,,,,,,,,,
10,3,0,0,0,7.077050781,,331,0,0.484820769,,,,,,,,,,
10,4,0,0,0,6.683465576,,331,0,0.472853541,,,,,,,,,,
10,5,0,0,0,6.257348633,,331,0,0.470527537,,,,,,,,,,
10,6,0,0,0,5.840631104,,331,0,0.521349499,,,,,,,,,,
10,7,0,0,0,5.596673584,,331,0,0.715883778,,,,,,,,,,
10,8,0,0,0,6.990563965,,331,0,1.004906065,,,,,,,,,,
10,9,40,602,139,10.02367554,,331,0,0.953880754,,,,,,,,,,
10,10,59,806,323,13.31524048,,331,0,0.816670382,,,,,,,,,,
10,11,69,895,476,16.42046509,,331,0,0.817021497,,,,,,,,,,
10,12,74,936,577,18.46682129,,331,0,0.829634338,,,,,,,,,,
10,13,76,949,616,19.26094971,,331,0,0.814788399,,,,,,,,,,
10,14,75,939,589,19.30111084,,331,0,0.792035895,,,,,,,,,,
10,15,70,903,499,18.72600708,,331,0,0.792231247,,,,,,,,,,
10,16,61,825,355,17.11205444,,331,0,0.854486111,,,,,,,,,,
10,17,45,653,175,14.30913696,,331,0,1.083675159,,,,,,,,,,
10,18,0,0,0,12.10958252,,331,0,1.50275718,,,,,,,,,,
10,19,0,0,0,11.20171509,,331,0,1.777478196,,,,,,,,,,
10,20,0,0,0,10.78209839,,331,0,1.728572974,,,,,,,,,,
10,21,0,0,0,10.7307373,,331,0,1.600127698,,,,,,,,,,
10,22,0,0,0,10.48787842,,331,0,1.458262622,,,,,,,,,,
10,23,0,0,0,9.862817383,,331,0,1.181615917,,,,,,,,,,
10,24,0,0,0,9.225701904,,331,0,0.906894026,,,,,,,,,,
11,1,0,0,0,8.740716553,,331,0,0.635993957,,,,,,,,,,
11,2,0,0,0,8.317254639,,331,0,0.527218759,,,,,,,,,,
11,3,0,0,0,7.894342041,,331,0,0.484820769,,,,,,,,,,
11,4,0,0,0,7.400231934,,331,0,0.473406028,,,,,,,,,,
11,5,0,0,0,6.830773926,,331,0,0.478717365,,,,,,,,,,
11,6,0,0,0,6.265771484,,331,0,0.533530923,,,,,,,,,,
11,7,0,0,0,5.948693848,,331,0,0.748326437,,,,,,,,,,
11,8,0,0,0,7.233850098,,331,0,1.019715899,,,,,,,,,,
11,9,40,597,138,10.00386963,,331,0,0.95441592,,,,,,,,,,
11,10,59,801,322,13.29348145,,331,0,0.816670382,,,,,,,,,,
11,11,69,890,475,16.9213501,,331,0,0.81328992,,,,,,,,,,
11,12,74,933,577,19.59639893,,331,0,0.829634338,,,,,,,,,,
11,13,76,948,617,20.78911743,,331,0,0.814788399,,,,,,,,,,
11,14,200,494,472,21.10448608,,331,0,0.792035895,,,,,,,,,,
11,15,149,552,413,20.70900879,,331,0,0.792231247,,,,,,,,,,
11,16,142,298,250,18.80999146,,331,0,0.854486111,,,,,,,,,,
11,17,77,146,107,15.90917358,,331,0,1.083675159,,,,,,,,,,
11,18,11,162,14,13.97020874,,331,0,1.50275718,,,,,,,,,,
11,19,0,0,0,13.0894104,,331,0,1.777478196,,,,,,,,,,
11,20,0,0,0,12.4460083,,331,0,1.728572974,,,,,,,,,,
11,21,0,0,0,11.90569458,,331,0,1.600127698,,,,,,,,,,
11,22,0,0,0,11.3878418,,331,0,1.458262622,,,,,,,,,,
11,23,0,0,0,10.84609375,,331,0,1.181615917,,,,,,,,,,
11,24,0,0,0,10.27547607,,331,0,0.906894026,,,,,,,,,,
12,1,0,0,0,9.690026855,,331,0,0.635993957,,,,,,,,,,
12,2,0,0,0,9.161248779,,331,0,0.527218759,,,,,,,,,,
12,3,0,0,0,8.753259277,,331,0,0.484820769,,,,,,,,,,
12,4,0,0,0,8.497827148,,331,0,0.472853541,,,,,,,,,,
12,5,0,0,0,8.508660889,,331,0,0.476341133,,,,,,,,,,
12,6,0,0,0,8.675836182,,331,0,0.536962258,,,,,,,,,,
12,7,0,0,0,8.775933838,,331,0,0.753607096,,,,,,,,,,
12,8,0,0,0,9.8421875,,331,0,1.028872353,,,,,,,,,,
12,9,62,87,76,12.97503052,,331,0,0.968626272,,,,,,,,,,
12,10,59,809,326,16.51470337,,331,0,0.816670382,,,,,,,,,,
12,11,69,900,481,18.99154053,,331,0,0.81328992,,,,,,,,,,
12,12,74,943,585,20.69848022,,331,0,0.829634338,,,,,,,,,,
12,13,76,958,626,21.72023926,,331,0,0.814788399,,,,,,,,,,
12,14,75,950,601,22.06127319,,331,0,0.792035895,,,,,,,,,,
12,15,190,382,374,21.64299927,,331,0,0.792231247,,,,,,,,,,
12,16,141,309,253,20.01415405,,331,0,0.854486111,,,,,,,,,,
12,17,79,96,99,17.03243408,,331,0,1.083675159,,,,,,,,,,
12,18,8,0,8,14.55196533,,331,0,1.50275718,,,,,,,,,,
12,19,0,0,0,13.26226196,,331,0,1.777478196,,,,,,,,,,
12,20,0,0,0,12.23308716,,331,0,1.728572974,,,,,,,,,,
12,21,0,0,0,11.34716187,,331,0,1.600127698,,,,,,,,,,
12,22,0,0,0,10.36086426,,331,0,1.458262622,,,,,,,,,,
12,23,0,0,0,9.214501953,,331,0,1.181615917,,,,,,,,,,
12,24,0,0,0,8.10390625,,331,0,0.906894026,,,,,,,,,,
13,1,0,0,0,7.130700684,,331,0,0.635993957,,,,,,,,,,
13,2,0,0,0,6.375360107,,331,0,0.527218759,,,,,,,,,,
13,3,0,0,0,5.921502686,,331,0,0.484820769,,,,,,,,,,
13,4,0,0,0,5.695001221,,331,0,0.474314197,,,,,,,,,,
13,5,0,0,0,5.568841553,,331,0,0.484058402,,,,,,,,,,
13,6,0,0,0,5.47109375,,331,0,0.542521853,,,,,,,,,,
13,7,0,0,0,5.516381836,,331,0,0.76586321,,,,,,,,,,
13,8,0,0,0,6.879785156,,331,0,1.061988918,,,,,,,,,,
13,9,41,641,148,9.659387207,,331,0,0.980056634,,,,,,,,,,
13,10,60,842,339,13.15545044,,331,0,0.816670382,,,,,,,,,,
13,11,70,928,496,16.73815308,,331,0,0.81328992,,,,,,,,,,
13,12,75,967,601,19.34057007,,331,0,0.829634338,,,,,,,,,,
13,13,77,978,641,20.74230347,,331,0,0.814788399,,,,,,,,,,
13,14,76,968,614,21.03399048,,331,0,0.792035895,,,,,,,,,,
13,15,71,932,522,20.44228516,,331,0,0.792231247,,,,,,,,,,
13,16,62,858,376,18.71468506,,331,0,0.854486111,,,,,,,,,,
13,17,46,695,191,15.73418579,,331,0,1.083675159,,,,,,,,,,
13,18,13,205,18,13.43609009,,331,0,1.50275718,,,,,,,,,,
13,19,0,0,0,12.5078064,,331,0,1.777478196,,,,,,,,,,
13,20,0,0,0,11.83361206,,331,0,1.728572974,,,,,,,,,,
13,21,0,0,0,11.23052368,,331,0,1.600127698,,,,,,,,,,
13,22,0,0,0,10.55046997,,331,0,1.458262622,,,,,,,,,,
13,23,0,0,0,9.642266846,,331,0,1.181615917,,,,,,,,,,
13,24,0,0,0,8.511621094,,331,0,0.906894026,,,,,,,,,,
14,1,0,0,0,7.328820801,,331,0,0.642567641,,,,,,,,,,
14,2,0,0,0,6.35994873,,331,0,0.531165783,,,,,,,,,,
14,3,0,0,0,5.690911865,,331,0,0.492961839,,,,,,,,,,
14,4,0,0,0,5.203820801,,331,0,0.490978949,,,,,,,,,,
14,5,0,0,0,4.88414917,,331,0,0.503424027,,,,,,,,,,
14,6,0,0,0,4.715661621,,331,0,0.564004066,,,,,,,,,,
14,7,0,0,0,4.775567627,,331,0,0.76387779,,,,,,,,,,
14,8,0,0,0,6.082025146,,331,0,1.086560648,,,,,,,,,,
14,9,41,636,148,8.915734863,,331,0,1.015380451,,,,,,,,,,
14,10,60,838,338,12.86663208,,331,0,0.865504446,,,,,,,,,,
14,11,70,927,498,17.16347656,,331,0,0.864206149,,,,,,,,,,
14,12,76,970,604,20.3315979,,331,0,0.882123098,,,,,,,,,,
14,13,78,985,647,22.22200928,,331,0,0.862598906,,,,,,,,,,
14,14,76,976,621,23.18105469,,331,0,0.835623927,,,,,,,,,,
14,15,72,941,530,23.13039551,,331,0,0.831356819,,,,,,,,,,
14,16,63,867,382,21.41951904,,331,0,0.891545084,,,,,,,,,,
14,17,47,706,196,18.20888672,,331,0,1.119593078,,,,,,,,,,
14,18,14,225,20,15.75390015,,331,0,1.53810911,,,,,,,,,,
14,19,0,0,0,14.45760498,,331,0,1.811788512,,,,,,,,,,
14,20,0,0,0,13.12124023,,331,0,1.762817728,,,,,,,,,,
14,21,0,0,0,11.89812622,,331,0,1.634983069,,,,,,,,,,
14,22,0,0,0,10.93459473,,331,0,1.49386948,,,,,,,,,,
14,23,0,0,0,10.15044556,,331,0,1.209909129,,,,,,,,,,
14,24,0,0,0,9.541009521,,331,0,0.922428871,,,,,,,,,,
15,1,0,0,0,9.048303223,,331,0,0.642567641,,,,,,,,,,
15,2,0,0,0,8.724176025,,331,0,0.531165783,,,,,,,,,,
15,3,0,0,0,8.579522705,,331,0,0.487432007,,,,,,,,,,
15,4,0,0,0,8.409326172,,331,0,0.477221593,,,,,,,,,,
15,5,0,0,0,8.155328369,,331,0,0.485195203,,,,,,,,,,
15,6,0,0,0,7.876184082,,331,0,0.544920627,,,,,,,,,,
15,7,0,0,0,7.756494141,,331,0,0.745573776,,,,,,,,,,
15,8,0,0,0,8.898309326,,331,0,1.04503716,,,,,,,,,,
15,9,41,632,148,11.57091675,,331,0,1.00879628,,,,,,,,,,
15,10,60,834,338,15.34005127,,331,0,0.883796959,,,,,,,,,,
15,11,70,923,498,19.71117554,,331,0,0.898755788,,,,,,,,,,
15,12,75,965,604,23.02486572,,331,0,0.901847031,,,,,,,,,,
15,13,78,981,647,24.6579834,,331,0,0.865349132,,,,,,,,,,
15,14,76,973,623,24.95791016,,331,0,0.835623927,,,,,,,,,,
15,15,72,940,532,24.15789185,,331,0,0.831356819,,,,,,,,,,
15,16,63,867,385,22.1071106,,331,0,0.891545084,,,,,,,,,,
15,17,47,707,199,18.91680298,,331,0,1.119593078,,,,,,,,,,
15,18,14,235,21,16.59005127,,331,0,1.53810911,,,,,,,,,,
15,19,0,0,0,15.61620483,,331,0,1.811788512,,,,,,,,,,
15,20,0,0,0,14.78188477,,331,0,1.762817728,,,,,,,,,,
15,21,0,0,0,13.85613403,,331,0,1.634983069,,,,,,,,,,
15,22,0,0,0,12.61403809,,331,0,1.49386948,,,,,,,,,,
15,23,0,0,0,11.08449707,,331,0,1.209909129,,,,,,,,,,
15,24,0,0,0,9.652612305,,331,0,0.922428871,,,,,,,,,,
16,1,0,0,0,8.558343506,,331,0,0.635993957,,,,,,,,,,
16,2,0,0,0,7.788781738,,331,0,0.527218759,,,,,,,,,,
16,3,0,0,0,7.272607422,,331,0,0.488022915,,,,,,,,,,
16,4,0,0,0,6.933129883,,331,0,0.483119194,,,,,,,,,,
16,5,0,0,0,6.719110107,,331,0,0.487753772,,,,,,,,,,
16,6,0,0,0,6.598504639,,331,0,0.541640564,,,,,,,,,,
16,7,0,0,0,6.643060303,,331,0,0.733600661,,,,,,,,,,
16,8,0,0,0,7.788690186,,331,0,1.039298453,,,,,,,,,,
16,9,41,627,147,10.46865234,,331,0,0.975658476,,,,,,,,,,
16,10,60,830,338,14.44667969,,331,0,0.839477125,,,,,,,,,,
16,11,70,921,498,18.93093262,,331,0,0.846037877,,,,,,,,,,
16,12,76,966,607,22.20983276,,331,0,0.843268152,,,,,,,,,,
16,13,78,982,651,23.94143066,,331,0,0.814788399,,,,,,,,,,
16,14,76,974,626,24.56487427,,331,0,0.792035895,,,,,,,,,,
16,15,72,939,535,24.11449585,,331,0,0.792231247,,,,,,,,,,
16,16,63,866,388,22.19182739,,331,0,0.854486111,,,,,,,,,,
